WEEK_NO,CLASS,SUB_CLASS,PRODUCT_DESC,YEAR,QUARTERS,DEPARTMENT,QUANTITY,DISCOUNT_YN,VAR_GRP
85,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,3,DRY FOOD,3.0,0,Q
86,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,3,DRY FOOD,3.0,0,Q
87,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,3,DRY FOOD,4.0,0,Q
88,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,3,DRY FOOD,3.0,0,Q
89,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,3,DRY FOOD,3.0,0,Q
90,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,3,DRY FOOD,3.0,0,Q
91,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,3,DRY FOOD,3.0,0,Q
92,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,3.0,0,Q
93,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,3.0,0,Q
94,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,3.0,0,Q
95,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,3.0,0,Q
96,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,3.0,0,Q
97,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,3.0,0,Q
98,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,3.0,0,Q
99,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,3.0,0,Q
100,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,3.0,0,Q
101,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,1.0,0,Q
102,GROCERY,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2008,4,DRY FOOD,1.0,0,Q
1,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,2.0,1,Q
2,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,1.0,1,Q
3,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,3.0,1,Q
4,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,2.0,1,Q
5,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,4.0,1,Q
6,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,4.0,1,Q
7,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,6.0,0,Q
8,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,3.0,0,Q
9,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,6.0,0,Q
10,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,19.0,0,Q
11,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,3.0,0,Q
12,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,4.0,1,Q
13,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,1,DRY FOOD,11.0,1,Q
14,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,7.0,1,Q
15,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,8.0,1,Q
16,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,9.0,1,Q
17,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,8.0,1,Q
18,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,11.0,1,Q
19,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,9.0,1,Q
20,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,11.0,1,Q
21,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,3.0,0,Q
22,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,8.0,1,Q
23,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,12.0,1,Q
24,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,4.0,1,Q
25,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,5.0,1,Q
26,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,2,DRY FOOD,10.0,1,Q
27,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,7.0,1,Q
28,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,6.0,1,Q
29,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,4.0,1,Q
30,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,6.0,0,Q
31,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,3.0,0,Q
32,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,5.0,1,Q
33,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,6.0,0,Q
34,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,8.0,1,Q
35,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,13.0,1,Q
36,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,7.0,1,Q
37,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,7.0,1,Q
38,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,7.0,1,Q
39,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,3,DRY FOOD,6.0,1,Q
40,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,4.0,1,Q
41,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,8.0,1,Q
42,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,3.0,0,Q
43,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,3.0,0,Q
44,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,6.0,0,Q
45,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,6.0,0,Q
46,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,7.0,1,Q
47,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,5.0,1,Q
48,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,7.0,1,Q
49,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,11.0,1,Q
50,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,7.0,1,Q
51,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,4.0,1,Q
52,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2007,4,DRY FOOD,6.0,1,Q
53,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,4.0,1,Q
54,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,10.0,1,Q
55,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,10.0,1,Q
56,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,17.0,1,Q
57,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,6.0,1,Q
58,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,3.0,0,Q
59,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,9.0,1,Q
60,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,8.0,1,Q
61,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,10.0,1,Q
62,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,4.0,1,Q
63,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,8.0,1,Q
64,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,4.0,1,Q
65,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,1,DRY FOOD,10.0,1,Q
66,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,4.0,1,Q
67,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,6.0,1,Q
68,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,6.0,1,Q
69,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,9.0,1,Q
70,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,6.0,1,Q
71,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,4.0,1,Q
72,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,4.0,1,Q
73,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,7.0,1,Q
74,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,10.0,1,Q
75,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,4.0,1,Q
76,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,4.0,1,Q
77,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,6.0,1,Q
78,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,2,DRY FOOD,9.0,1,Q
79,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,7.0,1,Q
80,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,11.0,1,Q
81,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,13.0,1,Q
82,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,3.0,0,Q
83,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,8.0,1,Q
84,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,7.0,1,Q
85,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,9.0,1,Q
86,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,6.0,1,Q
87,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,6.0,1,Q
88,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,4.0,1,Q
89,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,6.0,1,Q
90,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,4.0,1,Q
91,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,3,DRY FOOD,7.0,1,Q
92,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,4.0,1,Q
93,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,4.0,1,Q
94,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,19.0,1,Q
95,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,3.0,0,Q
96,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,3.0,0,Q
97,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,3.0,0,Q
98,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,3.0,0,Q
99,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,3.0,0,Q
100,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,9.0,0,Q
101,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,3.0,0,Q
102,GROCERY,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,2008,4,DRY FOOD,7.0,0,Q
1,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,7.0,1,Q
2,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,3.0,1,Q
3,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,1.0,0,Q
4,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,4.0,1,Q
5,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,8.0,1,Q
6,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,16.0,1,Q
7,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,13.0,1,Q
8,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,8.0,1,Q
9,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,15.0,1,Q
10,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,34.0,1,Q
11,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,26.0,1,Q
12,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,46.0,1,Q
13,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,1,DRY FOOD,10.0,1,Q
14,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,16.0,1,Q
15,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,102.0,1,Q
16,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,37.0,1,Q
17,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,12.0,1,Q
18,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,27.0,1,Q
19,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,42.0,1,Q
20,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,27.0,1,Q
21,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,9.0,1,Q
22,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,33.0,1,Q
23,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,3.0,0,Q
24,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,41.0,1,Q
25,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,56.0,1,Q
26,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,2,DRY FOOD,2.0,1,Q
27,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,4.0,1,Q
28,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,18.0,1,Q
29,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,3.0,0,Q
30,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,164.0,1,Q
31,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,13.0,1,Q
32,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,10.0,1,Q
33,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,20.0,1,Q
34,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,131.0,1,Q
35,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,3.0,0,Q
36,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,10.0,1,Q
37,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,3.0,0,Q
38,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,25.0,1,Q
39,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,3,DRY FOOD,30.0,1,Q
40,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,16.0,1,Q
41,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,18.0,1,Q
42,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,15.0,1,Q
43,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,32.0,1,Q
44,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,13.0,1,Q
45,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,54.0,1,Q
46,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,68.0,1,Q
47,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,16.0,1,Q
48,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,80.0,1,Q
49,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,30.0,1,Q
50,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,67.0,1,Q
51,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,12.0,1,Q
52,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2007,4,DRY FOOD,96.0,1,Q
53,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,13.0,1,Q
54,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,12.0,1,Q
55,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,27.0,1,Q
56,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,70.0,1,Q
57,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,23.0,1,Q
58,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,20.0,1,Q
59,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,3.0,0,Q
60,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,151.0,1,Q
61,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,6.0,1,Q
62,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,41.0,1,Q
63,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,42.0,1,Q
64,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,27.0,1,Q
65,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,1,DRY FOOD,34.0,1,Q
66,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,6.0,1,Q
67,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,65.0,1,Q
68,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,36.0,1,Q
69,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,28.0,1,Q
70,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,7.0,1,Q
71,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,53.0,1,Q
72,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,9.0,1,Q
73,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,10.0,1,Q
74,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,4.0,1,Q
75,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,14.0,1,Q
76,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,97.0,1,Q
77,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,63.0,1,Q
78,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,2,DRY FOOD,43.0,1,Q
79,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,8.0,1,Q
80,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,19.0,1,Q
81,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,21.0,1,Q
82,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,7.0,0,Q
83,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,33.0,1,Q
84,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,6.0,1,Q
85,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,6.0,1,Q
86,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,7.0,1,Q
87,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,7.0,1,Q
88,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,29.0,1,Q
89,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,10.0,1,Q
90,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,11.0,1,Q
91,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,3,DRY FOOD,6.0,1,Q
92,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,4,DRY FOOD,88.0,1,Q
93,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,4,DRY FOOD,18.0,1,Q
94,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,4,DRY FOOD,21.0,1,Q
95,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,4,DRY FOOD,14.0,1,Q
96,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,4,DRY FOOD,9.0,1,Q
97,GROCERY,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2008,4,DRY FOOD,39.0,1,Q
