YEAR,CUSTOMER_AGE_GROUP,DEPARTMENT,CLASS,PRODUCT_DESC,TOTAL_VALUE,BRAND,VAR_CM,ORDER_BY,X_AXIS,VAR_SP,rank
2007,all,FRESH FOOD,PRODUCE,TOMATOES VINE RIPE BULK,1503.17,all,all,0,all,sales,3.0
2007,all,FRESH FOOD,SALAD BAR,SALAD BAR FRESH FRUIT,2095.98,all,all,0,all,sales,1.0
2008,all,FRESH FOOD,DELI,MEAT: LUNCHMEAT BULK,661.44,all,all,0,all,sales,3.0
2008,all,FRESH FOOD,DELI,MEAT: SAUS DRY BULK,727.17,all,all,0,all,sales,2.0
2008,all,FRESH FOOD,DELI,PREP FD: SIDE DISHES (HOT),2370.28,all,all,0,all,sales,1.0
2008,all,DRY FOOD,DRUG GM,CANDY BARS (SINGLES)(INCLUDING,84.12,all,all,0,all,sales,2.0
2008,all,DRY FOOD,DRUG GM,CIGARETTES,125.53,all,all,0,all,sales,1.0
2008,all,DRY FOOD,DRUG GM,NEWSPAPER,12.47,all,all,0,all,sales,3.0
2008,all,DRY FOOD,GROCERY,CHOCOLATE MILK,410.77,all,all,0,all,sales,4.0
2008,all,DRY FOOD,GROCERY,CREAM CHEESE,364.45,all,all,0,all,sales,5.0
2008,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,1626.51,all,all,0,all,sales,2.0
2008,all,DRY FOOD,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,493.84000000000003,all,all,0,all,sales,3.0
2008,all,DRY FOOD,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,1740.55,all,all,0,all,sales,1.0
2008,all,NON FOOD,KIOSK-GAS,GASOLINE-REG UNLEADED,92314.25,all,all,0,all,sales,1.0
2008,all,FRESH FOOD,MEAT,CHICKEN BREAST BONELESS,7347.01,all,all,0,all,sales,1.0
2008,all,FRESH FOOD,MEAT,LEAN,5446.28,all,all,0,all,sales,3.0
2008,all,FRESH FOOD,MEAT,PRIMAL,5549.69,all,all,0,all,sales,2.0
2008,all,FRESH FOOD,MEAT-PCKGD,ENTREES,64.34,all,all,0,all,sales,2.0
2008,all,FRESH FOOD,MEAT-PCKGD,PREMIUM - MEAT,139.53,all,all,0,all,sales,1.0
2008,all,NON FOOD,MISC SALES TRAN,GASOLINE-REG UNLEADED,32909.38,all,all,0,all,sales,1.0
2008,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,60.019999999999996,all,all,0,all,sales,1.0
2008,all,FRESH FOOD,PRODUCE,GRAPES RED,2190.58,all,all,0,all,sales,2.0
2008,all,FRESH FOOD,PRODUCE,GRAPES WHITE,2020.57,all,all,0,all,sales,3.0
2008,all,FRESH FOOD,PRODUCE,ROMA TOMATOES (BULK/PKG),1191.73,all,all,0,all,sales,5.0
2008,all,FRESH FOOD,PRODUCE,TOMATOES HOTHOUSE ON THE VINE,2228.98,all,all,0,all,sales,1.0
2008,all,FRESH FOOD,PRODUCE,TOMATOES VINE RIPE BULK,1693.61,all,all,0,all,sales,4.0
2008,all,FRESH FOOD,SALAD BAR,SALAD BAR FRESH FRUIT,1827.11,all,all,0,all,sales,1.0
2007,all,DRY FOOD,all,CREAM CHEESE,510.31,all,all,0,all,sales,4.0
2007,all,DRY FOOD,all,FLUID MILK WHITE ONLY,899.5699999999999,all,all,0,all,sales,2.0
2007,all,DRY FOOD,all,IWS SINGLE CHEESE,401.46,all,all,0,all,sales,5.0
2007,all,DRY FOOD,all,SFT DRNK 2 LITER BTL CARB INCL,748.3000000000001,all,all,0,all,sales,3.0
2007,all,DRY FOOD,all,SOFT DRINKS 12/18&15PK CAN CAR,1896.67,all,all,0,all,sales,1.0
2007,all,FRESH FOOD,all,CHICKEN BREAST BONELESS,7225.91,all,all,0,all,sales,1.0
2007,all,FRESH FOOD,all,LEAN,4412.73,all,all,0,all,sales,3.0
2007,all,FRESH FOOD,all,PREP FD: SIDE DISHES (HOT),2457.59,all,all,0,all,sales,4.0
2007,all,FRESH FOOD,all,PRIMAL,4453.9800000000005,all,all,0,all,sales,2.0
2007,all,FRESH FOOD,all,SALAD BAR FRESH FRUIT,2095.98,all,all,0,all,sales,5.0
2007,all,NON FOOD,all,GASOLINE-REG UNLEADED,92734.72,all,all,0,all,sales,1.0
2008,all,DRY FOOD,all,CHOCOLATE MILK,410.77,all,all,0,all,sales,4.0
2008,all,DRY FOOD,all,CREAM CHEESE,364.45,all,all,0,all,sales,5.0
2008,all,DRY FOOD,all,FLUID MILK WHITE ONLY,1626.51,all,all,0,all,sales,2.0
2008,all,DRY FOOD,all,SFT DRNK 2 LITER BTL CARB INCL,493.84000000000003,all,all,0,all,sales,3.0
2008,all,DRY FOOD,all,SOFT DRINKS 12/18&15PK CAN CAR,1740.55,all,all,0,all,sales,1.0
2008,all,FRESH FOOD,all,CHICKEN BREAST BONELESS,7347.01,all,all,0,all,sales,1.0
2008,all,FRESH FOOD,all,LEAN,5446.28,all,all,0,all,sales,3.0
2008,all,FRESH FOOD,all,PREP FD: SIDE DISHES (HOT),2370.28,all,all,0,all,sales,4.0
2008,all,FRESH FOOD,all,PRIMAL,5549.69,all,all,0,all,sales,2.0
2008,all,FRESH FOOD,all,TOMATOES HOTHOUSE ON THE VINE,2228.98,all,all,0,all,sales,5.0
2008,all,NON FOOD,all,GASOLINE-REG UNLEADED,125223.63,all,all,0,all,sales,1.0
2007,all,all,all,CHICKEN BREAST BONELESS,7225.91,all,all,0,all,sales,2.0
2007,all,all,all,GASOLINE-REG UNLEADED,92734.72,all,all,0,all,sales,1.0
2007,all,all,all,LEAN,4412.73,all,all,0,all,sales,4.0
2007,all,all,all,PREP FD: SIDE DISHES (HOT),2457.59,all,all,0,all,sales,5.0
2007,all,all,all,PRIMAL,4453.9800000000005,all,all,0,all,sales,3.0
2008,all,all,all,CHICKEN BREAST BONELESS,7347.01,all,all,0,all,sales,2.0
2008,all,all,all,GASOLINE-REG UNLEADED,125223.63,all,all,0,all,sales,1.0
2008,all,all,all,LEAN,5446.28,all,all,0,all,sales,4.0
2008,all,all,all,PREP FD: SIDE DISHES (HOT),2370.28,all,all,0,all,sales,5.0
2008,all,all,all,PRIMAL,5549.69,all,all,0,all,sales,3.0
2007,19-24,DRY FOOD,GROCERY,CHOCOLATE MILK,95.55,PRIVATE,all,0,all,sales,2.0
2007,19-24,DRY FOOD,GROCERY,HOT DOG BUNS,177.16,PRIVATE,all,0,all,sales,1.0
2007,19-24,DRY FOOD,GROCERY,MAINSTREAM WHITE BREAD,141.03,NATIONAL,all,0,all,sales,3.0
2007,19-24,DRY FOOD,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,189.57,NATIONAL,all,0,all,sales,2.0
2007,19-24,DRY FOOD,GROCERY,SNACKS/APPETIZERS,97.11,NATIONAL,all,0,all,sales,4.0
2007,19-24,DRY FOOD,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,1133.71,NATIONAL,all,0,all,sales,1.0
2007,25-34,DRY FOOD,DRUG GM,CIGARETTES,233.68,NATIONAL,all,0,all,sales,1.0
2007,25-34,DRY FOOD,DRUG GM,NEWSPAPER,7.470000000000001,NATIONAL,all,0,all,sales,2.0
2007,25-34,DRY FOOD,GROCERY,CATSUP,122.45,NATIONAL,all,0,all,sales,3.0
2007,25-34,DRY FOOD,GROCERY,COTTAGE CHEESE,148.26,PRIVATE,all,0,all,sales,5.0
2007,25-34,DRY FOOD,GROCERY,CREAM CHEESE,240.68,PRIVATE,all,0,all,sales,3.0
2007,25-34,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,334.47,PRIVATE,all,0,all,sales,1.0
2007,25-34,DRY FOOD,GROCERY,IWS SINGLE CHEESE,274.61,PRIVATE,all,0,all,sales,2.0
2007,25-34,DRY FOOD,GROCERY,MAINSTREAM WHITE BREAD,176.42,NATIONAL,all,0,all,sales,2.0
2007,25-34,DRY FOOD,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,55.190000000000005,NATIONAL,all,0,all,sales,5.0
2007,25-34,DRY FOOD,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,429.97,NATIONAL,all,0,all,sales,1.0
2007,25-34,DRY FOOD,GROCERY,SUGAR,148.75,PRIVATE,all,0,all,sales,4.0
2007,25-34,DRY FOOD,GROCERY,TORTILLA/NACHO CHIPS,76.28999999999999,NATIONAL,all,0,all,sales,4.0
2007,25-34,FRESH FOOD,DELI,MEAT: LUNCHMEAT BULK,547.68,NATIONAL,all,0,all,sales,2.0
2007,25-34,FRESH FOOD,DELI,MEAT: SAUS DRY BULK,737.83,NATIONAL,all,0,all,sales,1.0
2007,25-34,FRESH FOOD,MEAT,CHICKEN BREAST BONELESS,7225.91,NATIONAL,all,0,all,sales,1.0
2007,25-34,FRESH FOOD,PRODUCE,APPLES GRANNY SMITH (BULK&BAG),917.67,NATIONAL,all,0,all,sales,1.0
2007,25-34,FRESH FOOD,PRODUCE,CANTALOUPE WHOLE,210.88,NATIONAL,all,0,all,sales,5.0
2007,25-34,FRESH FOOD,PRODUCE,CORN YELLOW,222.12,NATIONAL,all,0,all,sales,4.0
2007,25-34,FRESH FOOD,PRODUCE,ONIONS SWEET (BULK&BAG),593.23,NATIONAL,all,0,all,sales,3.0
2007,25-34,FRESH FOOD,PRODUCE,ROMA TOMATOES (BULK/PKG),804.24,NATIONAL,all,0,all,sales,2.0
2007,25-34,NON FOOD,KIOSK-GAS,GASOLINE-REG UNLEADED,68919.98,PRIVATE,all,0,all,sales,1.0
2007,25-34,NON FOOD,MISC SALES TRAN,GASOLINE-REG UNLEADED,14749.12,PRIVATE,all,0,all,sales,1.0
2007,35-44,DRY FOOD,DRUG GM,CANDY BARS (SINGLES)(INCLUDING,119.28,NATIONAL,all,0,all,sales,1.0
2007,35-44,DRY FOOD,GROCERY,APPLE JUICE & CIDER (OVER 50%,168.4,PRIVATE,all,0,all,sales,4.0
2007,35-44,DRY FOOD,GROCERY,CONDENSED SOUP,178.86,NATIONAL,all,0,all,sales,2.0
2007,35-44,DRY FOOD,GROCERY,EGGS - LARGE,149.19,PRIVATE,all,0,all,sales,5.0
2007,35-44,DRY FOOD,GROCERY,EGGS - X-LARGE,183.49,PRIVATE,all,0,all,sales,3.0
2007,35-44,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,675.9399999999999,PRIVATE,all,0,all,sales,1.0
2007,35-44,DRY FOOD,GROCERY,IWS SINGLE CHEESE,150.05,NATIONAL,all,0,all,sales,4.0
2007,35-44,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,169.24,NATIONAL,all,0,all,sales,3.0
2007,35-44,DRY FOOD,GROCERY,SHREDDED CHEESE,266.58,PRIVATE,all,0,all,sales,2.0
2007,35-44,DRY FOOD,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,1041.4,NATIONAL,all,0,all,sales,1.0
2007,35-44,DRY FOOD,GROCERY,TORTILLA/NACHO CHIPS,66.09,NATIONAL,all,0,all,sales,5.0
2007,35-44,FRESH FOOD,PASTRY,SW GDS:DONUTS,95.45,NATIONAL,all,0,all,sales,1.0
2007,35-44,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,763.45,NATIONAL,all,0,all,sales,4.0
2007,35-44,FRESH FOOD,PRODUCE,BANANAS,892.66,NATIONAL,all,0,all,sales,2.0
2007,35-44,FRESH FOOD,PRODUCE,CABBAGE,463.61,NATIONAL,all,0,all,sales,5.0
2007,35-44,FRESH FOOD,PRODUCE,GRAPES RED,1049.6299999999999,NATIONAL,all,0,all,sales,1.0
2007,35-44,FRESH FOOD,PRODUCE,ONIONS YELLOW (BULK&BAG),68.32,PRIVATE,all,0,all,sales,3.0
2007,35-44,FRESH FOOD,PRODUCE,POTATOES RUSSET (BULK&BAG),136.39000000000001,PRIVATE,all,0,all,sales,1.0
2007,35-44,FRESH FOOD,PRODUCE,POTATOES SWEET&YAMS,858.73,NATIONAL,all,0,all,sales,3.0
2007,35-44,FRESH FOOD,PRODUCE,TOMATOES GRAPE,87.95,PRIVATE,all,0,all,sales,2.0
2007,35-44,FRESH FOOD,SALAD BAR,SALAD BAR FRESH FRUIT,2095.98,NATIONAL,all,0,all,sales,1.0
2007,35-44,NON FOOD,MISC SALES TRAN,GASOLINE-REG UNLEADED,11070.9,PRIVATE,all,0,all,sales,1.0
2007,45-54,DRY FOOD,GROCERY,BUTTER,147.42,PRIVATE,all,0,all,sales,3.0
2007,45-54,DRY FOOD,GROCERY,CREAM CHEESE,307.78000000000003,NATIONAL,all,0,all,sales,2.0
2007,45-54,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,555.6899999999999,PRIVATE,all,0,all,sales,1.0
2007,45-54,DRY FOOD,GROCERY,MACARONI & CHEESE DNRS,64.38,NATIONAL,all,0,all,sales,3.0
2007,45-54,DRY FOOD,GROCERY,MAINSTREAM WHITE BREAD,107.59,PRIVATE,all,0,all,sales,5.0
2007,45-54,DRY FOOD,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,573.72,NATIONAL,all,0,all,sales,1.0
2007,45-54,DRY FOOD,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,14.290000000000001,NATIONAL,all,0,all,sales,5.0
2007,45-54,DRY FOOD,GROCERY,SHREDDED CHEESE,229.69,PRIVATE,all,0,all,sales,2.0
2007,45-54,DRY FOOD,GROCERY,SNACK CAKE - MULTI PACK,21.84,NATIONAL,all,0,all,sales,4.0
2007,45-54,DRY FOOD,GROCERY,SOUR CREAMS,122.73,PRIVATE,all,0,all,sales,4.0
2007,45-54,FRESH FOOD,DELI,PREP FD: SIDE DISHES (HOT),2457.59,NATIONAL,all,0,all,sales,1.0
2007,45-54,FRESH FOOD,MEAT,PRIMAL,4453.9800000000005,NATIONAL,all,0,all,sales,1.0
2007,45-54,FRESH FOOD,MEAT-PCKGD,ENTREES,76.91,NATIONAL,all,0,all,sales,2.0
2007,45-54,FRESH FOOD,MEAT-PCKGD,PREMIUM - MEAT,187.32999999999998,NATIONAL,all,0,all,sales,1.0
2007,45-54,FRESH FOOD,PRODUCE,APPLES GALA (BULK&BAG),800.57,NATIONAL,all,0,all,sales,4.0
2007,45-54,FRESH FOOD,PRODUCE,CARROTS MINI PEELED,96.91,PRIVATE,all,0,all,sales,1.0
2007,45-54,FRESH FOOD,PRODUCE,GRAPES RED,1617.68,NATIONAL,all,0,all,sales,2.0
2007,45-54,FRESH FOOD,PRODUCE,GRAPES WHITE,1976.85,NATIONAL,all,0,all,sales,1.0
2007,45-54,FRESH FOOD,PRODUCE,SQUASH ZUCCHINI,358.33,NATIONAL,all,0,all,sales,5.0
2007,45-54,FRESH FOOD,PRODUCE,TOMATOES HOTHOUSE ON THE VINE,1460.46,NATIONAL,all,0,all,sales,3.0
2007,55-64,FRESH FOOD,MEAT,LEAN,4412.73,NATIONAL,all,0,all,sales,1.0
2007,55-64,FRESH FOOD,PRODUCE,CARROTS MINI PEELED,38.22,PRIVATE,all,0,all,sales,1.0
2007,65+,DRY FOOD,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,104.27,PRIVATE,all,0,all,sales,1.0
2007,65+,FRESH FOOD,PRODUCE,TOMATOES VINE RIPE BULK,1503.17,NATIONAL,all,0,all,sales,1.0
2008,19-24,DRY FOOD,GROCERY,CHOCOLATE MILK,199.29,PRIVATE,all,0,all,sales,2.0
2008,19-24,DRY FOOD,GROCERY,HOT DOG BUNS,206.38,PRIVATE,all,0,all,sales,1.0
2008,19-24,DRY FOOD,GROCERY,MAINSTREAM WHITE BREAD,100.44,NATIONAL,all,0,all,sales,4.0
2008,19-24,DRY FOOD,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,201.86,NATIONAL,all,0,all,sales,2.0
2008,19-24,DRY FOOD,GROCERY,SNACKS/APPETIZERS,147.52,NATIONAL,all,0,all,sales,3.0
2008,19-24,DRY FOOD,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,1038.59,NATIONAL,all,0,all,sales,1.0
2008,25-34,DRY FOOD,DRUG GM,CIGARETTES,125.53,NATIONAL,all,0,all,sales,1.0
2008,25-34,DRY FOOD,DRUG GM,NEWSPAPER,12.47,NATIONAL,all,0,all,sales,2.0
2008,25-34,DRY FOOD,GROCERY,CATSUP,24.3,NATIONAL,all,0,all,sales,5.0
2008,25-34,DRY FOOD,GROCERY,CREAM CHEESE,180.6,PRIVATE,all,0,all,sales,3.0
2008,25-34,DRY FOOD,GROCERY,DAIRY CASE 100% PURE JUICE - O,159.0,PRIVATE,all,0,all,sales,5.0
2008,25-34,DRY FOOD,GROCERY,EGGS - LARGE,168.6,PRIVATE,all,0,all,sales,4.0
2008,25-34,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,592.18,PRIVATE,all,0,all,sales,1.0
2008,25-34,DRY FOOD,GROCERY,IWS SINGLE CHEESE,232.16,PRIVATE,all,0,all,sales,2.0
2008,25-34,DRY FOOD,GROCERY,MAINSTREAM WHITE BREAD,120.47,NATIONAL,all,0,all,sales,2.0
2008,25-34,DRY FOOD,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,58.0,NATIONAL,all,0,all,sales,4.0
2008,25-34,DRY FOOD,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,660.51,NATIONAL,all,0,all,sales,1.0
2008,25-34,DRY FOOD,GROCERY,TORTILLA/NACHO CHIPS,105.41,NATIONAL,all,0,all,sales,3.0
2008,25-34,FRESH FOOD,DELI,MEAT: LUNCHMEAT BULK,661.44,NATIONAL,all,0,all,sales,2.0
2008,25-34,FRESH FOOD,DELI,MEAT: SAUS DRY BULK,727.17,NATIONAL,all,0,all,sales,1.0
2008,25-34,FRESH FOOD,MEAT,CHICKEN BREAST BONELESS,7347.01,NATIONAL,all,0,all,sales,1.0
2008,25-34,FRESH FOOD,PRODUCE,APPLES GRANNY SMITH (BULK&BAG),1103.83,NATIONAL,all,0,all,sales,2.0
2008,25-34,FRESH FOOD,PRODUCE,AVOCADO,137.44,NATIONAL,all,0,all,sales,4.0
2008,25-34,FRESH FOOD,PRODUCE,CANTALOUPE WHOLE,120.79,NATIONAL,all,0,all,sales,5.0
2008,25-34,FRESH FOOD,PRODUCE,ONIONS SWEET (BULK&BAG),564.05,NATIONAL,all,0,all,sales,3.0
2008,25-34,FRESH FOOD,PRODUCE,ROMA TOMATOES (BULK/PKG),1191.73,NATIONAL,all,0,all,sales,1.0
2008,25-34,NON FOOD,KIOSK-GAS,GASOLINE-REG UNLEADED,92314.25,PRIVATE,all,0,all,sales,1.0
2008,25-34,NON FOOD,MISC SALES TRAN,GASOLINE-REG UNLEADED,22061.91,PRIVATE,all,0,all,sales,1.0
2008,35-44,DRY FOOD,DRUG GM,CANDY BARS (SINGLES)(INCLUDING,84.12,NATIONAL,all,0,all,sales,1.0
2008,35-44,DRY FOOD,GROCERY,CHOCOLATE MILK,230.14,PRIVATE,all,0,all,sales,3.0
2008,35-44,DRY FOOD,GROCERY,CONDENSED SOUP,147.49,NATIONAL,all,0,all,sales,2.0
2008,35-44,DRY FOOD,GROCERY,EGGS - LARGE,214.17000000000002,PRIVATE,all,0,all,sales,5.0
2008,35-44,DRY FOOD,GROCERY,EGGS - X-LARGE,286.54,PRIVATE,all,0,all,sales,2.0
2008,35-44,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,1156.6299999999999,PRIVATE,all,0,all,sales,1.0
2008,35-44,DRY FOOD,GROCERY,IWS SINGLE CHEESE,120.09,NATIONAL,all,0,all,sales,5.0
2008,35-44,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,135.96,NATIONAL,all,0,all,sales,3.0
2008,35-44,DRY FOOD,GROCERY,SHREDDED CHEESE,224.74,PRIVATE,all,0,all,sales,4.0
2008,35-44,DRY FOOD,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,1141.44,NATIONAL,all,0,all,sales,1.0
2008,35-44,DRY FOOD,GROCERY,TOILET TISSUE,120.50999999999999,NATIONAL,all,0,all,sales,4.0
2008,35-44,FRESH FOOD,PASTRY,SW GDS:DONUTS,60.019999999999996,NATIONAL,all,0,all,sales,1.0
2008,35-44,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,1051.42,NATIONAL,all,0,all,sales,3.0
2008,35-44,FRESH FOOD,PRODUCE,BANANAS,1087.57,NATIONAL,all,0,all,sales,2.0
2008,35-44,FRESH FOOD,PRODUCE,CABBAGE,456.28,NATIONAL,all,0,all,sales,5.0
2008,35-44,FRESH FOOD,PRODUCE,GRAPES RED,1274.29,NATIONAL,all,0,all,sales,1.0
2008,35-44,FRESH FOOD,PRODUCE,ONIONS YELLOW (BULK&BAG),80.87,PRIVATE,all,0,all,sales,3.0
2008,35-44,FRESH FOOD,PRODUCE,POTATOES RUSSET (BULK&BAG),184.06,PRIVATE,all,0,all,sales,1.0
2008,35-44,FRESH FOOD,PRODUCE,POTATOES SWEET&YAMS,998.19,NATIONAL,all,0,all,sales,4.0
2008,35-44,FRESH FOOD,PRODUCE,TOMATOES GRAPE,122.48,PRIVATE,all,0,all,sales,2.0
2008,35-44,FRESH FOOD,SALAD BAR,SALAD BAR FRESH FRUIT,1827.11,NATIONAL,all,0,all,sales,1.0
2008,35-44,NON FOOD,MISC SALES TRAN,GASOLINE-REG UNLEADED,13861.18,PRIVATE,all,0,all,sales,1.0
2008,45-54,DRY FOOD,GROCERY,BEANS GREEN: FS/WHL/CUT,138.43,PRIVATE,all,0,all,sales,4.0
2008,45-54,DRY FOOD,GROCERY,BUTTER,271.35,PRIVATE,all,0,all,sales,2.0
2008,45-54,DRY FOOD,GROCERY,CREAM CHEESE,224.85,NATIONAL,all,0,all,sales,2.0
2008,45-54,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,992.77,PRIVATE,all,0,all,sales,1.0
2008,45-54,DRY FOOD,GROCERY,MACARONI & CHEESE DNRS,80.55,NATIONAL,all,0,all,sales,3.0
2008,45-54,DRY FOOD,GROCERY,MAINSTREAM WHITE BREAD,114.28,PRIVATE,all,0,all,sales,5.0
2008,45-54,DRY FOOD,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,345.73,NATIONAL,all,0,all,sales,1.0
2008,45-54,DRY FOOD,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,14.88,NATIONAL,all,0,all,sales,5.0
2008,45-54,DRY FOOD,GROCERY,SHREDDED CHEESE,203.55,PRIVATE,all,0,all,sales,3.0
2008,45-54,DRY FOOD,GROCERY,SNACK CAKE - MULTI PACK,23.380000000000003,NATIONAL,all,0,all,sales,4.0
2008,45-54,FRESH FOOD,DELI,PREP FD: SIDE DISHES (HOT),2370.28,NATIONAL,all,0,all,sales,1.0
2008,45-54,FRESH FOOD,MEAT,PRIMAL,5549.69,NATIONAL,all,0,all,sales,1.0
2008,45-54,FRESH FOOD,MEAT-PCKGD,ENTREES,64.34,NATIONAL,all,0,all,sales,2.0
2008,45-54,FRESH FOOD,MEAT-PCKGD,PREMIUM - MEAT,139.53,NATIONAL,all,0,all,sales,1.0
2008,45-54,FRESH FOOD,PRODUCE,APPLES GALA (BULK&BAG),1131.45,NATIONAL,all,0,all,sales,4.0
2008,45-54,FRESH FOOD,PRODUCE,CARROTS MINI PEELED,105.17,PRIVATE,all,0,all,sales,1.0
2008,45-54,FRESH FOOD,PRODUCE,GRAPES RED,1855.97,NATIONAL,all,0,all,sales,3.0
2008,45-54,FRESH FOOD,PRODUCE,GRAPES WHITE,2020.57,NATIONAL,all,0,all,sales,2.0
2008,45-54,FRESH FOOD,PRODUCE,SQUASH ZUCCHINI,423.34,NATIONAL,all,0,all,sales,5.0
2008,45-54,FRESH FOOD,PRODUCE,TOMATOES HOTHOUSE ON THE VINE,2228.98,NATIONAL,all,0,all,sales,1.0
2008,55-64,FRESH FOOD,MEAT,LEAN,5446.28,NATIONAL,all,0,all,sales,1.0
2008,55-64,FRESH FOOD,PRODUCE,CARROTS MINI PEELED,45.34,PRIVATE,all,0,all,sales,1.0
2008,65+,DRY FOOD,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,114.46,PRIVATE,all,0,all,sales,1.0
2008,65+,FRESH FOOD,PRODUCE,TOMATOES VINE RIPE BULK,1693.61,NATIONAL,all,0,all,sales,1.0
2007,19-24,DRY FOOD,all,CHOCOLATE MILK,95.55,PRIVATE,all,0,all,sales,2.0
2007,19-24,DRY FOOD,all,HOT DOG BUNS,177.16,PRIVATE,all,0,all,sales,1.0
2007,19-24,DRY FOOD,all,MAINSTREAM WHITE BREAD,141.03,NATIONAL,all,0,all,sales,3.0
2007,19-24,DRY FOOD,all,SFT DRNK 2 LITER BTL CARB INCL,189.57,NATIONAL,all,0,all,sales,2.0
2007,19-24,DRY FOOD,all,SNACKS/APPETIZERS,97.11,NATIONAL,all,0,all,sales,4.0
2007,19-24,DRY FOOD,all,SOFT DRINKS 12/18&15PK CAN CAR,1133.71,NATIONAL,all,0,all,sales,1.0
2007,25-34,DRY FOOD,all,CATSUP,122.45,NATIONAL,all,0,all,sales,4.0
2007,25-34,DRY FOOD,all,CIGARETTES,233.68,NATIONAL,all,0,all,sales,2.0
2007,25-34,DRY FOOD,all,COTTAGE CHEESE,148.26,PRIVATE,all,0,all,sales,5.0
2007,25-34,DRY FOOD,all,CREAM CHEESE,240.68,PRIVATE,all,0,all,sales,3.0
2007,25-34,DRY FOOD,all,FLUID MILK WHITE ONLY,334.47,PRIVATE,all,0,all,sales,1.0
2007,25-34,DRY FOOD,all,IWS SINGLE CHEESE,274.61,PRIVATE,all,0,all,sales,2.0
2007,25-34,DRY FOOD,all,MAINSTREAM WHITE BREAD,176.42,NATIONAL,all,0,all,sales,3.0
2007,25-34,DRY FOOD,all,SOFT DRINKS 12/18&15PK CAN CAR,429.97,NATIONAL,all,0,all,sales,1.0
2007,25-34,DRY FOOD,all,SUGAR,148.75,PRIVATE,all,0,all,sales,4.0
2007,25-34,DRY FOOD,all,TORTILLA/NACHO CHIPS,76.28999999999999,NATIONAL,all,0,all,sales,5.0
2007,25-34,FRESH FOOD,all,APPLES GRANNY SMITH (BULK&BAG),917.67,NATIONAL,all,0,all,sales,2.0
2007,25-34,FRESH FOOD,all,CHICKEN BREAST BONELESS,7225.91,NATIONAL,all,0,all,sales,1.0
2007,25-34,FRESH FOOD,all,MEAT: SAUS DRY BULK,737.83,NATIONAL,all,0,all,sales,4.0
2007,25-34,FRESH FOOD,all,ONIONS SWEET (BULK&BAG),593.23,NATIONAL,all,0,all,sales,5.0
2007,25-34,FRESH FOOD,all,ROMA TOMATOES (BULK/PKG),804.24,NATIONAL,all,0,all,sales,3.0
2007,25-34,NON FOOD,all,GASOLINE-REG UNLEADED,83669.09999999999,PRIVATE,all,0,all,sales,1.0
2007,35-44,DRY FOOD,all,APPLE JUICE & CIDER (OVER 50%,168.4,PRIVATE,all,0,all,sales,4.0
2007,35-44,DRY FOOD,all,CANDY BARS (SINGLES)(INCLUDING,119.28,NATIONAL,all,0,all,sales,5.0
2007,35-44,DRY FOOD,all,CONDENSED SOUP,178.86,NATIONAL,all,0,all,sales,2.0
2007,35-44,DRY FOOD,all,EGGS - LARGE,149.19,PRIVATE,all,0,all,sales,5.0
2007,35-44,DRY FOOD,all,EGGS - X-LARGE,183.49,PRIVATE,all,0,all,sales,3.0
2007,35-44,DRY FOOD,all,FLUID MILK WHITE ONLY,675.9399999999999,PRIVATE,all,0,all,sales,1.0
2007,35-44,DRY FOOD,all,IWS SINGLE CHEESE,150.05,NATIONAL,all,0,all,sales,4.0
2007,35-44,DRY FOOD,all,NON-CRBNTD DRNKING/MNERAL WATE,169.24,NATIONAL,all,0,all,sales,3.0
2007,35-44,DRY FOOD,all,SHREDDED CHEESE,266.58,PRIVATE,all,0,all,sales,2.0
